,Agriculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure,Wetland
Agriculture,22210311.03649592,0.0,2381.3603640679994,3583.5226468459996,0.422286249,0.498111548,6091.212187122001,0.164380109,,1974.776703235,109045.39285409005,82.766605875,,0.0,1201.5182930879998,0.0
Beach and Dune,0.089296399,106050.6545775,,1.964849164,,,9.467496545,5.715644952000001,,188.1774605,3.036549506,256.8649834,,0.267973901,0.0,
Forest Plantation,6962.217338794002,,2887802.7365253596,29.815988873000002,0.252704742,0.0,1002.9221611449999,,,8.889793555,241.516501205,0.0,,,84.383904162,0.0
Grassland,17586.776802029002,10.35924172,351.75905284099997,16917706.213964004,6.835944012,0.0,7841.498534601001,0.676269867,,16004.997582971999,49390.63398664999,391.10612736800005,,4.019031421,202.03497389700004,0.168236945
Mining,1.449780554,,0.0,2.7618110160000002,14472.93825446,,1.3787116080000001,,,16.867701863999997,9.02177508,33.532378328,,,9.400525721000001,
Mosaic of Agriculture and Pasture,2.7542791069999994,,0.165942981,0.0,,167.32176760800002,0.585125025,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Natural Forest,57835.81649779099,0.714446558,8139.449694278999,7290.715785469999,3.761709539,0.083749548,92139999.88134742,1.7538394229999998,0.0,17394.490558217003,468053.88097285,1340.260898639,0.0,4.018646777,404.2756067840001,0.0
Non Observed,0.0,0.9823823359999999,,0.24874765,,,1.7030559630000002,24.884741842,,1.868819635,0.6693200250000001,14.73548856,,0.0,0.0827552,
Other Non Forest Natural Formation,0.0,,,0.0,,0.0,0.0,,0.332238049,,0.0,,,,,
Other Non Vegetated Area,13981.492914470005,212.90442510000003,135.374802654,10232.373157668,3.061858887,0.0,3967.5772287520003,0.344443591,,476992.3989164,29067.736823407,345.74193067600004,,2.500703931,864.114211831,
Pasture,377775.89268932596,9.823349712999999,23914.235607893002,36800.04806018,30.404610539,0.5846969120000001,140926.4765383,0.8482468810000001,0.0,12610.139334225998,60250012.66141,518.2776874189999,,0.0,5156.575077545,0.0
"River, Lake and Ocean",341.32987964299997,34.82935359,0.259425562,827.98152817,48.984949131,0.0,3722.4793315579996,1.205639032,,5600.473364119,6274.437618432999,1329870.44032725,,0.446480682,1.9840945070000002,
Rocky outcrop,,,,,,,0.0,,,,,,0.764927338,,,
Salt flat,0.0,0.446499243,,6.34081366,,,13.931769757000001,0.535800641,,5.179601892,0.0,6.251302258,,6546.555559769,0.0,
Urban Infrastructure,0.766026624,0.0,0.0,0.256385058,6.751841956,,1.652490344,,,1.475480829,3.94996519,0.259292548,,0.0,657663.7188400001,
Wetland,,,,0.256075208,,0.0,0.0,,,,0.0,0.0,,,,7.371110657
