,Agriculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Salt flat,Urban Infrastructure,Wetland
Agriculture,91467.862080063,0.0,0.0,412.507898341,0.0,,636.6548904329999,0.0,0.0,8210.511483929,0.7854879459999999,0.0,1884.86046006,
Beach and Dune,0.0,3155.7322973,,26.624561204,,,0.357424378,13.762089987000001,0.0,1.25120852,133.85065901000002,23.680511468,0.178739435,
Forest Plantation,0.0,,22839.10656,6463.7542005899995,0.0,,13855.363257,,,3304.0137903600003,6.8827957699999995,,41.378197222,
Grassland,2868.490221960001,225.5541457,1841.4720638970002,14145539.576214999,16.664373173,,774000.2976174569,60.123895562,69.98816487,151457.08505741498,243564.6628596,3998.7586850000007,10078.821628,0.0
Mining,0.0,,0.0,57.889814779,11861.1082156,,6.583529621,,,25.52793986,0.266584747,0.089375256,0.44539019199999996,
Mosaic of Agriculture and Pasture,0.0,,,,,0.946386658,0.0,,,1.80613241,,,,
Natural Forest,41482.26097781201,76.50263243800002,396.25800283899997,400626.52575975005,240.390495823,,371898563.3476352,135.101034289,856.3911010249999,6795119.011867549,566866.624906876,275.471846785,7925.657408983002,
Non Observed,0.0,58.536924139999996,0.0,24.075251813,,,118.46449725000001,7780.310247719999,0.0,284.00354347800004,244.065219845,5.005153753,0.44602096,
Other Non Vegetated Area,0.087337952,,0.0,74.81323727,,,157.577829224,0.0,1043.902611294,87.11900202400001,1716.0876170000001,0.0,0.35242738,
Pasture,11794.740120588,4.914909118,44.69509633,60968.16458039999,29.067863974,,2190977.0778438295,18.38019972,997.299116391,14110282.5235,22775.6470901,83.5362554,31927.496531449997,0.0
"River, Lake and Ocean",11.068793935,479.05022990000003,0.17878637100000003,91553.313803054,0.711854272,,233004.06106178797,77.44117095600001,621.4558668999999,36723.04257569,9077819.543790001,176.40261893000002,183.97505135499998,
Salt flat,0.08931355,8.666435846,,906.2424877000001,0.0,,65.013926679,2.323622186,0.0,15.463133692,59.853841513,20013.63982,0.0,
Urban Infrastructure,0.0,0.178745551,,0.26792356,0.0,,0.0,0.17878465,0.0,0.089314697,0.26633463199999996,1.6078546019999997,88375.6829899,
Wetland,,,,0.17164686899999998,,,,,,,,,,0.258005096
